person,allNames,institution,ULAN_ID,VIAF_ID,WIKIDATA_ID,GND_ID,group_type
,"Spiers, Richard Phené",frick,500004225,,,,ULAN
,"Duchêne, Achille | Duchêne, Achille-Jean-Henri",midas,500004232,,,,ULAN
,"Adan, Louis Emile",frick,500004234,,,,ULAN
,"Brennan, Michael George | M.G. Brennan | Michael George Brennan",pmc,500004235,,,,ULAN
,"Fehling, Heinrich Christoph",midas,500004236,,,,ULAN
,"Boncore, Giovanni Battista | Boncori, Giovanni Battista | Boncori, Giovanni Battista (1643) | Boncori, Giovanni Battista (1651) | Bonocore Giovanni Battista | Buoncuore, Giovanni Battista",midas | zeri,500004239,,,,ULAN
,"Hennequin, Philippe Auguste | Hennequin, Philippe-Auguste",frick | midas,500004240,,,,ULAN
,"Bouillon, Pierre",midas | warburg,500004241,,,,ULAN
,"Hogard | Hogardt | Hogart | Hogarth | Hogarth, | Hogarth, Guglielmo | Hogarth, William | Hogarth, William (1697) | Horarth | Horarth, William | Khogart | Khogart, Uilʹi︠a︡m | W. Hogarth | William Hogarth | hogarth sir w. | hogarth w. | sir wm. hogarth",frick | midas | pmc | warburg,500004242,,,,ULAN
,"Honthorst, Guglielmo Van | Honthorst, Guglielmo van | Honthorst, Willem | Honthorst, Willem Van | Honthorst, Willem van | Van Honthorst, Willem | Wilhelm Hondorst | Willem Honthorst | Willem van Honthorst | honthorst willem | willem honthordt | willem honthorst | willem v. honthorst",frick | midas | pmc | warburg,500004243,,,,ULAN
,"Giovanni da Spoleto | Giovanni de'Spagnuoli | Giovanni di Pietro | Giovanni di Pietro (1470) | Johannes Hispanus | Juan de Españo | Lo Spagna | Spagna | Spagna, Giovanni di Pietro | Spagna, Lo",frick | midas | warburg | zeri,500004244,,,,ULAN
,"Gougon, Jean | Goujon, Jean | Goujon, Jean (1510) | Gouyon, Jean",frick | midas | warburg,500004245,,,,ULAN
,"Laan, Dom Hans van der | Laan, Dom van der | Laan, Hans van der",midas,500004248,,,,ULAN
,"De Lacour, Pierre | Delacour, Pierre | Lacour, Pierre | Lacour, Pierre (der Ältere) | Lacour, Pierre, the elder | Lacourt, Pierre de | Pierre Lacour",frick | midas,500004249,,,,ULAN
,"Liédet, Loyset",midas | warburg,500004252,,,,ULAN
,"Nicholson, Winifred",frick,500004255,,,,ULAN
,"Saarburck, Bartholomäus | Sarburgh, Bartholomäus",midas,500004261,,,,ULAN
,"Francis Powell | Powell, F. | Powell, Francis | Powell, Frank | Powell, Sir | Powell, Sir Francis",pmc,500004264,,,,ULAN
,"Old Sim. Verelst | Old Simon Verelst | Sim. | Simon Pietersz. Verelst | Simon Varelst | Simon Verelst | Simon Verhelst | Varelst, Simon Pietersz. | Ver Elst, Simon Pietersz. | Verelst | Verelst, Simon | Verelst, Simon Peeterz. | Verelst, Simon Pietersz | Verelst, Simon Pietersz. | ver Elst, Simon Pietersz.",frick | pmc | warburg,500004265,,,,ULAN
,"Dufour, Joseph",midas,500004267,,,,ULAN
,"Nicholson, William | Nicholson, William (1872) | Nicholson, William (Sir) | Nicholson, William Newzam Prior | The Beggarstaff Brothers",midas,500004272,,,,ULAN
,"Alfred H. Green | Green, Alfred H.",pmc,500004273,,,,ULAN
,"Moholy Nagy, László | Moholy-Nagy, Ladislaus | Moholy-Nagy, László | Weisz, László",midas,500004274,,,,ULAN
,"Monsiau, Nicolas André | Monsiau, Nicolas-André | Monsiaux, Nicolas André",frick | midas | warburg,500004275,,,,ULAN
,"Cooper, Riccardus | Cooper, Richard | Cooper, Richard (1740) | Cooper, Richard (II) | Cooper, Richard (der Jüngere) | Cooper, Richard, II | Richard Cooper I | Richard Cooper II | Richard Cooper the younger",midas | pmc | warburg,500004276,,,,ULAN
,"Ready, William James Durant | William James Durant Ready",pmc,500004278,,,,ULAN
,"Gwathmey, Robert",frick,500004279,,,,ULAN
,"Tate | Tate, William | William Tate | tate w. | w. tate",pmc,500004281,,,,ULAN
,"John Shackleton | Shackleton, John",pmc,500004283,,,,ULAN
,"George St. Vincent Whitmore | Whitmore, George | Whitmore, George St. Vincent",midas,500004292,,,,ULAN
,Giovanni di Corraduccio | Mazzaforte,midas,500004297,,,,ULAN
,"La Trobe, Benjamin Henry | Latrobe, Benjamin Henry",frick | midas,500004298,,,,ULAN
,"Koolhaas, Rem",midas,500004300,,,,ULAN
,"Bowen, John | John Bowen",pmc,500004308,,,,ULAN
,"Dufy, Jean",frick,500004309,,,,ULAN
,"Chalmers, J. | J. Chalmers",pmc,500004310,,,,ULAN
,"Fontaine | Sivebach-Desfontaines | Swebach de Fontaine, Jacques François Joseph | Swebach, Jacques François Joseph | Swebach-Desfontaines",frick | midas,500004312,,,,ULAN
,"Feke | Feke, Robert | Robert Feke",frick | pmc,500004317,,,,ULAN
,"Cambon, Armand",frick,500004318,,,,ULAN
,"Herp, Willem van (1) | Herp, Willem van (I) | Herp, Willem van, I",midas | warburg,500004319,,,,ULAN
,"Sega Giovanni del | Sega, Giovanni del",zeri,500004320,,,,ULAN
,"Daphnis, Nassos",frick,500004321,,,,ULAN
,"Hyre, Laurent de la | La Hire, Laurent de | La Hyre, Laurent de",frick | midas | warburg,500004322,,,,ULAN
,"La Patellière, Amédeé Marie Dominique Dubois de | La Patellière, Amédée de",frick,500004323,,,,ULAN
,"Prendergast, Maurice | Prendergast, Maurice Brazil",frick,500004329,,,,ULAN
,Master of Badia a Isola | Master of the Badia a Isola Maesta | Meester van de Badia van Isola | Meister der Madonna von Badia a Isola | Meister von Badia a Isola,midas,500004335,,,,ULAN
,"""Barna"" | Barna | Barna da Siena | Berna | Berna da Siena | Berna di Siena",frick | midas | zeri,500004337,,,,ULAN
,"Winter, Gillis de",warburg,500004338,,,,ULAN
,"Adams, Clayton | Adams, John Clayton | John Clayton Adams | clayton Adams",pmc,500004342,,,,ULAN
,"Eckersberg, J. F | Eckersberg, J. F. | Eckersberg, Johan Fredrik",frick,500004343,,,,ULAN
,"Vanbrough, John | Vanbrugh, John | Verbrugh, John",midas,500004345,,,,ULAN
,"Verkolje, N. | Verkolje, Nicolaas | Verkolje, Nicolas",frick | midas | warburg,500004346,,,,ULAN
,"Holst, Theodor M. Von | Holst, Theodor M. von | Holst, Theodore M. von | Theodor M. Von Holst | Von Holst, Theodor M.",midas | pmc,500004347,,,,ULAN
,"Bazille, Frédéric",frick,500004356,,,,ULAN
,"Hervieu, August | Hervieu, Auguste",frick,500004358,,,,ULAN
,"Henry Holiday | Henry James Holiday | Holiday, Henry | Holiday, Henry George Alexander | Holiday, Henry James",frick | pmc,500004360,,,,ULAN
,"Guérin, Gilles",midas,500004361,,,,ULAN
,"Agniolo di Cosimo | Agniolo di Cosimo di Mariano | Agnolo di Cosimo | Agnolo di Cosimo di Mariano | Agnolo di Cosimo di Mariano Allori | Agnolo di Cosimo di Mariano Tori | Allori, Agnolo | Allori, Angelo | Allori, Angiolo | Angelo di Cosimo di Mariano Tori | Bronzino, Agniolo di Cosimo di Mariano | Bronzino, Agnolo | Bronzino, Angelo | Bronzino, Angiolo | Bronzino, il | Mariano, Agniolo | Tori, Agnolo | Tori, Angelo di Cosimo",frick | midas | warburg | zeri,500004362,,,,ULAN
,"Mola, Giovanni Battista",midas | warburg,500004363,,,,ULAN
,"Howard Henry Thomson | Thomson, Henry",frick | pmc | warburg,500004366,,,,ULAN
,"Camaino, Tino da | Camaino, Tino di | Dyno | Lino da Camaino | Tino da Camaino | Tino di Camaino",midas | warburg | zeri,500004367,,,,ULAN
,"Tessin, Nicodemus (II) | Tessin, Nicodemus (der Jüngere) | Tessin, Nicodemus, the younger",midas,500004369,,,,ULAN
,"Moretti Cristoforo | Moretti, Cristoforo | Moretti, Cristoforo de'",midas | zeri,500004370,,,,ULAN
,"Ackermann, Arthur Gerald | Ackermann, Gerald | Gerald Ackermann",pmc,500004372,,,,ULAN
,"Legi, Giacomo",midas | warburg,500004375,,,,ULAN
,"Berettoni, Niccolò | Berrettini, Nicolò | Berrettoni Niccolò | Berrettoni, Niccolò",frick | midas | warburg | zeri,500004386,,,,ULAN
,"Bourdichon, Jean",frick,500004391,,,,ULAN
,"Hoxford, Ignazio | Hugford, Ignazio Enrico | Hughford, Ignazio | Hugsford, Ignazio | Oxford, Ignazio",frick | midas,500004392,,,,ULAN
,"Doncher, Herman Mijnerts | Doncker, Harmen-Mynerts | Doncker, Herman | Doncker, Herman Meinderts | Doncker, Herman Mijnerts | Herman Doncker",midas,500004394,,,,ULAN
,"Lombardo Tullio | Lombardo, Giulio | Lombardo, Tullio | Lombardo, Tullio (1) | Lombardo, Tullio (1455)",midas | warburg | zeri,500004395,,,,ULAN
,"Sammicheli, Michele | Sanmicheli, Michele",midas,500004397,,,,ULAN
,"Munter, Gabriele | Münter, Gabriele",frick,500004398,,,,ULAN
,"Munthe, Gerhard | Munthe, Gerhard Peter Frantz Vilhelm",frick,500004399,,,,ULAN
,"Haine | Haine, John Theodore, Jr. | Heins | Heins, John | Heins, John Theodore | Heins, John Theodore, Jr. | John Theodore Heins | John Theodore Heins the younger | John Theodore Heins, Jr.",frick | pmc,500004408,,,,ULAN
,"D. Heins | Dirck Heins | Haine | Haine, John Theodore, Sr. | Hein | Hein, John Theodore, Sr. | Heins | Heins, D. | Heins, Dietrich | Heins, Dirck | Heins, John Theodore | Heins, John Theodore, Sr. | John Theodore Heins | John Theodore Heins Sr. | John Theodore Heins, Sr.",pmc,500004409,,,,ULAN
,"Bonconsiglio, Vitruvio | Buonconsiglio, Vitrulio | Buonconsiglio, Vitruvio",midas,500004412,,,,ULAN
,"P | Peter Tillemans | Schenk | Telleman, Peter | Tellemans, Peter | Tillaman, Peter | Tilleman, Peter | Tillemanns, Peter | Tillemans | Tillemans, Peter | Tillemans, Pieter | Tillemans, Simon Pietro | Tillemon, Peter | Tillermans, Peter | Tilliman, Peter | Tillmans | Tillyman, Peter | Tilman | Tilman, Peter",frick | pmc | warburg,500004415,,,,ULAN
,"Ansingh, Lizzy | Ansingh, Maria Elisabeth Georgina",frick,500004417,,,,ULAN
,"Fitch, Captain | Fitch, Simon | Fitch, Simon, Captain",frick,500004418,,,,ULAN
,"Schoonjans, Anthon | Schoonjans, Anthoni | Schoonjans, Anthonie, approximately 1655-1726",midas | warburg,500004419,,,,ULAN
,"Muirhead, John",frick,500004420,,,,ULAN
,"Dancx, Francoys | Dancx, Frans | Dank, Frans | Danks, Francoys | Danks, Frans | La Tortue | Schelpad | Schildpad | Schilpad",midas,500004422,,,,ULAN
,"MacTaggart, William | MacTaggart, William (II) | MacTaggart, William, II",frick,500004429,,,,ULAN
,"Mengs, Ismael Israel",midas,500004439,,,,ULAN
,"Demuth, Charles | Demuth, Charles Henry",frick,500004441,,,,ULAN
,"Jeanneret, Pierre | Pierre Jeanneret",midas,500004442,,,,ULAN
,"Shinn, Everett",frick,500004443,,,,ULAN
,"Marco di Tiziano | Titiani, Marcus | Vecellio, Marco",midas,500004446,,,,ULAN
,"Britton, John",midas,500004450,,,,ULAN
,"Venusti Marcello | Venusti, Marcello",frick | midas | warburg | zeri,500004451,,,,ULAN
,"Kay, John",frick,500004452,,,,ULAN
,"Elle, Louis Ferdinand (le vieux) | Elle, Louis Ferdinand, the elder",warburg,500004453,,,,ULAN
,"Gamberini, Giovacchino",midas,500004454,,,,ULAN
,"Boel, Cornelis | Bol | Bol, Cornelis | Bol, Cornelis IV | Bol, Cornelis, II | Bol, Cornelis, IV | Bol, Cornelius | Cornelis Bol | Cornelis Bol IV | Cornelis Boll | Cornelis Bor",pmc,500004455,,,,ULAN
,"Griffith, Moses | Moses Griffith",frick | pmc,500004457,,,,ULAN
,"Evenepoel, Henri | Evenepoel, Henri Jacques Edouard",midas,500004458,,,,ULAN
,"Laurens, Jean Paul | Laurens, Jean-Paul",frick | midas,500004460,,,,ULAN
,"Sartain, William",frick,500004462,,,,ULAN
,"Sarti, Antonio | Sarti, Antonio (1797)",midas,500004463,,,,ULAN
,"Sitte, Camillo",midas,500004464,,,,ULAN
,"Soriano, Juan",frick,500004465,,,,ULAN
,"Wille, Pierre Alexandre",frick | warburg,500004467,,,,ULAN
,"Piccinni, Antonio",midas,500004468,,,,ULAN
,"Bonfield, George R. | Bonfield, George Robert",frick,500004473,,,,ULAN
,"Ghezzi Giuseppe | Ghezzi, Giuseppe | Ghezzi, Giuseppe (1634)",frick | midas | warburg | zeri,500004474,,,,ULAN
,"Bonheur, Auguste | Bonheur, Auguste François | Bonheur, Auguste-François",midas,500004475,,,,ULAN
,"Bottalla, Giovanni Maria | Raffaellino | Raffaellino da Savona",midas,500004476,,,,ULAN
,"Lapis, Girolamo | Lapis, Hieronymus | Lapis, Jeronimo",midas,500004479,,,,ULAN
,"James Rannie Swinton | Swinton | Swinton, J. | Swinton, J. R | Swinton, James | Swinton, James Rannie",frick | pmc,500004480,,,,ULAN
,"Ploos van Amstel, Cornelis",frick,500004484,,,,ULAN
,"Sintzenich, Heinrich",midas,500004485,,,,ULAN
,"John R. Prentice | Prentice, John R.",pmc,500004486,,,,ULAN
,Unknown / Anonymous,warburg,500004487,,,,ULAN
,"Desvallières, George | Desvallières, Georges-Olivier",frick,500004489,,,,ULAN
,"Bottomley, John Wilhelm | Bottomley, John William | Bottomley, j. W. | John William Bottomley | j. w. bottomley | john william bottomley",pmc,500004490,,,,ULAN
,"Seisenegger, Jakob",frick | midas,500004492,,,,ULAN
,"Hainz, Jose | Hainz, Josef (der Ältere) | Heintz the Elder, Joseph | Heintz, Josef (der Ältere) | Heintz, Josef, the elder | Heintz, Joseph | Heintz, Joseph (1) | Heintz, Joseph (1564) | Heintz, Joseph (I) | Heintz, Joseph (der Ältere) | Heintz, Joseph der Ältere | Heintz, Joseph, I | Heintz, Joseph, the Elder | Heintz, Joseph, the elder | Heinz | Heinz, Josef | Heinz, Josef (der Ältere) | Heinz, Joseph | Heinz, Joseph I | Josef Heintz, the elder | Joseph Heintz the Elder | Joseph Heintz the elder | Joseph Heintz, the elder | Joseph Heinz",frick | midas | pmc | warburg,500004495,,,,ULAN
,"H. Herkomer | Herkomer | Herkomer, H. | Herkomer, Herman | Herkomer, Herman G. | Herkomer, Herman Gustave | Herman G. Herkomer | Herman Gustave Herkomer",frick | pmc,500004496,,,,ULAN
,"Hermosilla y Sandoval, José de",midas,500004497,,,,ULAN
,"Huber Voltaire | Huber, Jean | Huber-Voltaire | Jean Huber | Jean Huber, amateur | j. huber",pmc,500004498,,,,ULAN
,"Colin, Paul | Colin, Paul (1892)",midas,500004506,,,,ULAN
,"Horst-Schultze, Paul | Horst-Schulze, Paul",midas,500004507,,,,ULAN
,"Benson, John P. | Benson, John Prentiss",frick,500004512,,,,ULAN
,"Beaudouin, Eugène | Boudin, Eugene | Boudin, Eugène | Boudin, Louis-Eugène",frick | midas,500004513,,,,ULAN
,"Hulsen, Frederik van | Hulsen, Friedrich van",midas,500004514,,,,ULAN
,"Rudolph, Wilhelm",midas,500004518,,,,ULAN
,"Velde, Hans van de | Velde, Jan van de (1) | Velde, Jan van de (1568) | Velde, Jan van de (I) | Velde, Jan van de, I",midas,500004523,,,,ULAN
,"Verburg, Dionys | Verburgh, Dionijs",midas,500004526,,,,ULAN
,"Hondecoeter Gysbert Gillisz. de | Hondecoeter, Gijsbert Gillisz. de | Hondecoeter, Gysbert Gillisz. de | Hondecoeter, Gysbert Jillisz. de | Hondecoutre, Gysbert Gillisz. de | Hondecoutre, Gysbert Jillisz. de | Hondekoeter, Gysbert Gillisz. de | Hondekoeter, Gysbert Jillisz. de",midas | warburg | zeri,500004533,,,,ULAN
,"Girardet, Karl",frick,500004534,,,,ULAN
,"Derain, André",frick,500004535,,,,ULAN
,"Jelgerhuis, J | Jelgerhuis, Johannes",frick,500004536,,,,ULAN
,"Malacarne, Bartolomeo",midas,500004537,,,,ULAN
,"Charlemont, Eduard",frick | warburg,500004538,,,,ULAN
,"J. Reynold's | J. Reynolds | Joshua Reynolds | Joshua Reynolds Sir | Mr. Reynolds | Reynolds, J., Sir | Reynolds, Joshua | Reynolds, Joshua, Sir | Reynolds, JoshualJoshua Reynolds | Reynolds, Sir | Reynolds, Sir Joshua | Sir Joshua Raynolds | Sir Joshua Reynold | Sir Joshua Reynolds | jos. reynolds | josuah reynolds",frick | midas | pmc | warburg,500004539,,,,ULAN
,"Schuer, Theodoor van der | Schuer, Theodor Cornelisz. van der | Schuer, Theodor van der | Schuur, Theodor Cornelisz. van der | Vriendschap",midas | warburg,500004541,,,,ULAN
,"Vaiani, Anna Maria",midas | warburg,500004542,,,,ULAN
,"Rogers, Isaiah",midas,500004546,,,,ULAN
,"Archibald Skirving | Skirving, Archibald",frick | pmc,500004550,,,,ULAN
,"John Souch | Souch, John",midas | pmc,500004552,,,,ULAN
,"Stuber, Niklas Gebhard | Stuber, Nikolaus Gottfried",midas | warburg,500004554,,,,ULAN
,"James MacMaster | James Macmaster | MacMaster, James | Macmaster, James",pmc,500004557,,,,ULAN
,"Bitzamanos, Angelo | Bizamano, Angelo | Bizamanos, Angelus | Bizamanus, Angelus | Bizzamano, Angelo",midas,500004562,,,,ULAN
,"Stahl, Friedrich",midas,500004563,,,,ULAN
,"Bambase del Pace | Bambase, Pace di Maso del | Bombace, Pace di Maso | Bombaci, Pace | Pace Bombaci | Pace del Bambace | Pace del Bambase | Pace di Maso | Pace di Maso del Bambase",midas,500004568,,,,ULAN
,"Bonasone Giulio | Bonasone, Giulio | Bonasone, Giulio di Antonio | Bonasone, Jiulio | Bonasone, Julius | Bonasoni, Giulio di Antonio | Buonasona, Giulio di Antonio | Buonasone, Giulio di Antonio",midas | warburg | zeri,500004569,,,,ULAN
,"Hemessen, Jan Sanders van | Hemessen, Jan van | Jan Sanders van Hemessen | Sanders, Jan",frick | midas | warburg,500004571,,,,ULAN
,"Abel, Hans | Abel, Hans (2) | Abele, Hans (2) | Abelin, Hans (2) | Abelyn, Hans (2) | Master of the Mass of Saint Gregory Roundel | Meester van de Gregoriusmis (glasschilder)",midas,500004574,,,,ULAN
,"Chambers, William | William Chambers",frick | pmc | warburg,500004575,,,,ULAN
,"Harburger, Edmund",frick | midas,500004578,,,,ULAN
,"Holland, John | Holland, John, II | Holland, John, III | Holland, John, Yr. | John Holland | John Holland III",pmc,500004582,,,,ULAN
,"Compagno di Agnolo | Compagno di Gaddi | Gherardo di Jacopo | Maestro del Bambino Vispo | Meister der Madonnen | Meister des Bambino Vispo | Starnina Gherardo | Starnina, Gherardo | Starnina, Lo",frick | midas | zeri,500004586,,,,ULAN
,"Bigg | Bigg, William | Bigg, William Redmore | Bigg, William Robert | Biggs | Biggs & Sons | Biggs, William | W. R. Bigg | W.K. Bigg, R.A. | W.R. Bigg, R.A. | William Redmore Bigg | bigg J. | bigg w. | g. bigg | w. bigg | w.r. bigg | w.r. bigg r.a. | w.r. biggs",frick | midas | pmc,500004589,,,,ULAN
,"George, Jean Philippe | George, Philippe | George-Julliard, Jean Philippe | Jean Philippe George-Julliard",midas,500004590,,,,ULAN
,"Merida, Carlos | Mérida, Carlos",frick,500004593,,,,ULAN
,"H. Minderhoudt | H. Minderhout | H. van Minderhout | Hendrik Van Minderhout | Hendrik van Minderhout | J. Minderhout | Mainder-Hout | Mender Hout | Menderhout | Menderoute | Miderhout | Minderhaudt | Minderhaut | Minderhoo | Minderhoot, Hendrik van | Minderhout | Minderhout, Hendrik Van | Minderhout, Hendrik van",pmc,500004594,,,,ULAN
,"Curti, Francesco",midas,500004595,,,,ULAN
,"Levy, Rudolf",frick | midas,500004600,,,,ULAN
,"George Tattersall | Tattersall, George | Tattersall, Wildrake | Wildrake, George",pmc,500004601,,,,ULAN
,"Andrea dal Castagno | Andrea del Castagno | Andrea di Bartolo di Simone | Andreino degli impiccati | Castagno, Andrea dal | Castagno, Andrea del | Castagno, Andrea di Bartolommeo | Castagno, Andreino",frick | midas | warburg | zeri,500004603,,,,ULAN
,"Boateri, Iacopo | Boateri, Jacopo | Boteri, Jacopo de' | Jacopo de' Boteri",midas,500004604,,,,ULAN
,"Parsons, Beatrice",frick,500004606,,,,ULAN
,"Bettoli, Nicola | Bettoli, Nicolò",midas,500004615,,,,ULAN
,"Charles West Cope | Cope, C.W. | Cope, Charles West | Cope, Charles West (II) | Cope, Charles West II | c.w. cope",frick | pmc,500004618,,,,ULAN
,"Muzzioli, Giovanni",frick,500004620,,,,ULAN
,"Statz, Vincenz | Statz, Vinzenz",midas,500004621,,,,ULAN
,"Mayr, Johann Ulrich",midas | warburg,500004624,,,,ULAN
,"Lombardo, il | Raggi Ercole Antonio | Raggi, Antonio (1658) | Raggi, Antonio (Il Vecchio) | Raggi, Antonio (der Jüngere) | Raggi, Antonio (der Ältere) | Raggi, Antonio I | Raggi, Antonio, I",midas | warburg | zeri,500004633,,,,ULAN
,"Costa Ippolito | Costa, Ippolito",midas | zeri,500004636,,,,ULAN
,"Berruguete Alonso | Berruguete, Alonso | Berruguete, Alonso Gonzáles | Berruguete, Alonso de",frick | midas | warburg | zeri,500004642,,,,ULAN
,"Cruz, Diego de la | Cruz, Diego de la (1470) | Cruz, Diego de la Diego de la Cruz",midas,500004643,,,,ULAN
,"Henry Herbert La Thangue | La Thangue | La Thangue, Henry Herbert | LaThangue, Henry Herbert | Lathangue, Henry Herbert",frick | pmc,500004645,,,,ULAN
,"Asinio, Michel | Lasne, Michel | Lasne, Michel (1590)",midas,500004646,,,,ULAN
,"Ludick Lodewijk van | Ludick, Lodewijk van",zeri,500004647,,,,ULAN
,"Parkinson | Parkinson, Thomas | Thomas Parkinson",frick | pmc,500004648,,,,ULAN
,"Schmuzer, Johann",midas,500004650,,,,ULAN
,"Haal | Hall Suédois | Hall, P. A. | Hall, Peder Adolf | Hall, Peter Adolf | Hall, Peter Adolphe | Hall, Pierre adolphe | Hall, Pierre-Adolphe | M. Hall | Peder Adolf Hall | Peter Adolf Hall | Peter Adolphe Hall | peter adolf hall | pierre adolphe hall",frick | pmc,500004652,,,,ULAN
,"Cals, Adolphe Félix | Cals, Adolphe-Félix",frick | midas,500004657,,,,ULAN
,"Figini, Luigi",midas,500004658,,,,ULAN
,"Figino Giovanni Ambrogio | Figino, Ambrogio Giovanni | Figino, Giovanni Ambrogio",frick | midas | warburg | zeri,500004659,,,,ULAN
,"Bartholomew, Valentine | Valentine Bartholomew",frick | pmc,500004660,,,,ULAN
,Unknown / Anonymous,warburg,500004661,,,,ULAN
,"E. Greig | Greig, E.",pmc,500004664,,,,ULAN
,"Dufau, Catherine-Hélène | Dufau, Clementine Helene | Dufau, Clémentine Hélène | Dufau, Clémentine-Hélène | Dufau, Hélène | Dufau, Hélène Clémentine | Dufau, Hélène-Clémentine",frick | midas,500004666,,,,ULAN
,"Nauen, Heinrich",frick | midas,500004670,,,,ULAN
,"Morelli Domenico | Morelli, Domenico",frick | midas | zeri,500004673,,,,ULAN
,"Unwin, Raymond",midas,500004674,,,,ULAN
,"George Watson | Watson | Watson, George",pmc,500004678,,,,ULAN
,"Müller, Robert | Müller, Robert (1859) | Warthmüller | Warthmüller, Robert",frick | midas,500004682,,,,ULAN
,"Lalemant, Philippe | Lalemen, Philippe | Lallemand, Philippe",midas,500004688,,,,ULAN
,"Francesco di Domenico | Francesco di Valdambrino | Valdambrino, Francesco di",midas | warburg | zeri,500004689,,,,ULAN
,"Poli Gherardo | Poli, Gherardo",midas | zeri,500004690,,,,ULAN
,"Brisé, Cornelis | Brizé, Cornelis",midas | warburg,500004692,,,,ULAN
,"Mintrop, Theodor",frick | midas,500004694,,,,ULAN
,"Basaldella, Mirco | Basaldella, Mirko | Mirko",midas,500004695,,,,ULAN
,"Bolton, Baron, I | Lord Bolton | Orde, Thomas | Orde, Thomas (1st Lord Bolton) | Orde, Thomas, Baron Bolton | Orde-Powlett, Thomas | Thomas Orde",pmc,500004698,,,,ULAN
,"Da Udine, Giovanni | Denanis, Giovanni | Derecamatori, Giovanni | Giovanni da Udine | Giovanni da Udine (1487) | Giovanni di Francesco Ricamador | Nani, Giovanni da | Nani, Joannes | Nanni, Giovanni da | Nanni, Joannes | Nannis, Joannes | Recamador, Giovanni | Ricamatore, Giovanni | Ricamatori, Giovanni dei | Udine, Giovanni da (1487)",midas | zeri,500004700,,,,ULAN
,"Lewis Charles Powles | Powles, Lewis C. | Powles, Lewis Charles",pmc,500004703,,,,ULAN
,"Eickelberg, Willem Hendrik",warburg,500004705,,,,ULAN
,"Gore | Gore, Spencer | Gore, Spencer Frederick | Spencer Frederick Gore | Spencer Gore",frick | pmc,500004711,,,,ULAN
,"Böttger, Herbert",midas,500004712,,,,ULAN
,"Desgoffe, Blaise | Desgoffe, Blaise Alexandre | Desgoffe, Blaise-Alexandre",frick,500004713,,,,ULAN
,"Gude, Hans Fredrik",frick | midas,500004718,,,,ULAN
,"Ramée, Joseph Jacques | Ramée, Joseph-Jacques",midas,500004719,,,,ULAN
,"Chabord, Joseph",midas,500004731,,,,ULAN
,Lydos,midas,500004732,,,,ULAN
,"Gamberucci Cosimo | Gamberucci, Cosimo",midas | zeri,500004734,,,,ULAN
,"Frazier, John Robinson",frick,500004735,,,,ULAN
,"Frazier, Kenneth",frick,500004736,,,,ULAN
,"Daniels, William | William Daniels",pmc,500004737,,,,ULAN
,"Madrazo y Agudo, José de | Madrazo, José de",frick,500004738,,,,ULAN
,"Josephson, Ernst",frick,500004739,,,,ULAN
,"Traini Francesco | Traini, Francesco",frick | midas | zeri,500004742,,,,ULAN
,"Bottoni, Piero | Bottoni, Pietro",midas,500004743,,,,ULAN
,Dolon Painter | Dolon-Maler | Peintre de Dolon | Pittore di Dolone,midas,500004748,,,,ULAN
,"Beechey, George Duncan | George Duncan Beechey",pmc,500004755,,,,ULAN
,"Alladio, Gian Giacomo de | Alladio, Macrino | De Alladio Giovanni Giacomo | Gian Giacomo de Alladio | Macrino | Macrino d'Alba",frick | midas | zeri,500004756,,,,ULAN
,"Diday, François",midas,500004758,,,,ULAN
,"Conor, William",frick,500004759,,,,ULAN
,"Simeon Solomon | Solomon, Simeon",frick | pmc | warburg,500004763,,,,ULAN
,"Cornelius Varley | Varley, Cornelius",frick | pmc,500004766,,,,ULAN
,"Veglio, Benedetto | Veli Benedetto | Veli, Benedetto | Velio, Benedetto | Velli, Benedetto",midas | zeri,500004768,,,,ULAN
,"Reveley | Reveley, Willey | Reveley, William | Willey Reveley | William Reveley",pmc,500004771,,,,ULAN
,"Castelli, Bernardino",midas,500004774,,,,ULAN
,"Lampi, Giovanni Battista | Lampi, Johann Baptist (1) | Lampi, Johann Baptist (I) | Lampi, Johann Baptist, I",frick | midas,500004776,,,,ULAN
,"Lariviere, Eugène | Larivière, Eugène | Larivière, Louis-Eugène",midas,500004777,,,,ULAN
,"John Hanson Walker | Walker, John Hanson",pmc,500004780,,,,ULAN
,"Viola Giovanni Battista | Viola, Giovanni Battista",midas | zeri,500004783,,,,ULAN
,"Daret, Jean | Daret, Jean (1613)",midas,500004784,,,,ULAN
,"Astarita Giuseppe | Astarita, Giuseppe",zeri,500004786,,,,ULAN
,"Cabanel, Alexander | Cabanel, Alexandre",frick | midas | warburg,500004789,,,,ULAN
,"Marchioni, Elisabetta | Marchioni, Elisabetta, -approximately 1700 | Marchionni, Elisabetta",midas,500004790,,,,ULAN
,"Cézanne, Paul",frick | midas | warburg,500004793,,,,ULAN
,"John Cantiloe Joy | Joy, John Cantiloe",pmc,500004795,,,,ULAN
,"Koehler, Robert",frick,500004797,,,,ULAN
,"Tournier, Nicolas",frick | midas,500004798,,,,ULAN
,"Soutine, Chaim | Soutine, Chaïm",frick,500004801,,,,ULAN
,"Vasconi, Filippo | Vasconio, Filippo",midas,500004802,,,,ULAN
,"Carter, William | Carter, William I | Carter, William, II | William Carter",pmc,500004803,,,,ULAN
,"Sheffield, Isaac",frick,500004813,,,,ULAN
