person,allNames,institution,ULAN_ID,VIAF_ID,WIKIDATA_ID,GND_ID,group_type
,"Gant | Gant, James Y. | I.Y. Gant | J.Y. Gant | James Y. Gant",pmc,500067816,,,,ULAN
,"Stoppoloni, Augusto",midas,500067831,,,,ULAN
,"Möller, Jens Peter | Møller, J. P. | Møller, Jens Peter",midas,500067836,,,,ULAN
,"Bosworth, Sala",frick,500067846,,,,ULAN
,"Calandario, Filippo | Calendario, Filippo",midas,500067876,,,,ULAN
,"Moretti, Egidio",midas,500067889,,,,ULAN
,"Volkmann, Arthur | Volkmann, Arthur Joseph Wilhelm | Volkmann, Artur | Volkmann, Artur Joseph Wilhelm",midas,500067911,,,,ULAN
,"Gensler, Günther | Gensler, Johann Günther",midas,500067963,,,,ULAN
,"Renard, Edmund",midas,500067987,,,,ULAN
,"Bolomey, Pierre Francois Louis | Pierre Francois Louis Bolomey",pmc,500068027,,,,ULAN
,"Vaudechamp, Jean Joseph",frick,500068028,,,,ULAN
,"Cennini, Bartolommeo",midas,500068067,,,,ULAN
,"Murray McNeel Caird Urquhard | Murray McNeel Caird Urquhart | Murray Mcneel Caird Urquhart | Urquhart, Murray McNeel Caird | Urquhart, Murray Mcneel Caird",pmc,500068075,,,,ULAN
,"Palma, Andrea",midas,500068091,,,,ULAN
,Unknown / Anonymous,warburg,500068094,,,,ULAN
,"Pazzini Norberto | Pazzini, Norberto",zeri,500068105,,,,ULAN
,"Doerr, Otto | Doerr, Otto Erich Friedrich August | Dörr, Otto",midas,500068107,,,,ULAN
,Aurora Painter | Aurora-Maler,midas,500068121,,,,ULAN
,"Bonanni, Filippo | Buonanni, Filippo",midas,500068123,,,,ULAN
,"Kohl, Ludvík | Kohl, Ludwig",midas,500068130,,,,ULAN
,"Heideloff, Victor Wilhelm Peter | Heideloff, Victor-Wilhelm-Peter von",midas,500068142,,,,ULAN
,"Gabrieli, Gabriel | Gabrielis, Gabrieli de",midas,500068143,,,,ULAN
,"Faller, Felix",midas,500068147,,,,ULAN
,Unknown / Anonymous,warburg,500068160,,,,ULAN
,"Preti, Francesco Maria",midas,500068168,,,,ULAN
,"Beckerath, Moritz von",midas,500068191,,,,ULAN
,"Kruse, Carl Max | Kruse, Max | Kruse-Lietzenburg, Max",midas,500068193,,,,ULAN
,"A. Leicester Burroughs | A. Leiecester Burroughs | Burroughs, A. Leicester | Burroughs, A. Leiecester",pmc,500068203,,,,ULAN
,"Sharrer, Honoré | Sharrer, Honoré Desmond",frick,500068215,,,,ULAN
,Bernardino da Tossignano,zeri,500068228,,,,ULAN
,"Cesari, Alessandro | Cesati Alessandro | Cesati, Alessandro | Grechetto, il | Greco, Alessandro | Greco, il",midas | warburg | zeri,500068265,,,,ULAN
,"Cavendish, James | James Cavendish",pmc,500068270,,,,ULAN
,"Vermeyen, Hans",warburg,500068273,,,,ULAN
,"Castelli, Castellino | Castello, Castellino",midas,500068297,,,,ULAN
,"Blaeser, Gustav | Blaeser, Gustav Hermann | Bläser, Gustav",midas,500068304,,,,ULAN
,"Prior, Melton",frick,500068307,,,,ULAN
,"Pronti, Domenico",midas,500068310,,,,ULAN
,"Pfleiderer, Karlhans",midas,500068330,,,,ULAN
,"A. Van Assen | Assen, A. Van | Assen, A. van | Assen, Anthony van | Assen, Benedictus Antonio van | Benedictus Antonio Vanassen | Benedictus Antonio van Assen | Van Assen, Benedictus Antonio | Vanassen, Benedictus Antonio",pmc,500068356,,,,ULAN
,"Corteys, Pierre | Cortoys, Pierre | Courteys, Pierre | Courteys, Pierre (1) | Courteys, Pierre (1544) | Courteys, Pierre (?) | Courtois, Pierre | Courtoys, Pierre",midas | warburg,500068377,,,,ULAN
,"Alker, Hermann Reinhard",midas,500068405,,,,ULAN
,"Edward Onslow Ford | Ford, Edward Onslow",pmc,500068408,,,,ULAN
,"Baldovini, Bernardo",midas,500068427,,,,ULAN
,"Corrodi Ermanno | Corrodi, David Solomon | Corrodi, Hermann | Corrodi, Hermann David Salomon",frick | midas | zeri,500068428,,,,ULAN
,"Groenesteyn, Anselm F. von | Grünestein, Anselm Franz von | Grünstein, Anselm Franz von | Ritter zu Groenesteyn, Anselm F. | Ritter zu Grünstein, Franz Anselm von",midas,500068453,,,,ULAN
,"Martens, Gustaf Ludolf | Martens, Gustav | Martens, Gustav Ludolf",midas,500068461,,,,ULAN
,"Kleinhans, Franz | Kleinhans, Franz Xaver",midas,500068462,,,,ULAN
,"Angarola, Anthony",frick,500068478,,,,ULAN
,"Zimmermann, Carl",midas,500068479,,,,ULAN
,"Nosseni, Giovanni Maria",midas,500068480,,,,ULAN
,Unknown / Anonymous,warburg,500068524,,,,ULAN
,"Koerner, Henry",frick,500068525,,,,ULAN
,"Böckmann, Wilhelm",midas,500068552,,,,ULAN
,"Deiker, Friedrich",midas,500068561,,,,ULAN
,"Deho, Alessandro Bernardino | Dehò Bernardino",zeri,500068575,,,,ULAN
,Unknown / Anonymous,warburg,500068580,,,,ULAN
,Unknown / Anonymous,warburg,500068581,,,,ULAN
,"Mieth, Hugo",midas,500068590,,,,ULAN
,"Baldassare da Urbino | Lanci, Baldassare | Lanci, Marino | Lanci, Pompilio | Lancia, Baldassare",midas,500068613,,,,ULAN
,"Borghi, Ambrogio",midas,500068617,,,,ULAN
,"Schwartz, Joh. Heinr. (1705) | Schwartz, Johann Heinrich",midas,500068627,,,,ULAN
,"Bullock, Ralph | Ralph Bullock",pmc,500068652,,,,ULAN
,"Magnus, Eduard",frick | midas,500068655,,,,ULAN
,"Amico, Giovanni Biagio",midas,500068678,,,,ULAN
,"Biscaino, Giovanni Andrea",midas,500068696,,,,ULAN
,"Carelli, Gabriel | Carelli, Gabriele",midas,500068697,,,,ULAN
,"Pfau, Hans Heinrich, II | Pfau, Heinrich",midas,500068699,,,,ULAN
,"Andrea Baruzzi | Baruzzi, Andrea",pmc,500068716,,,,ULAN
,"Christensen, Povl",midas,500068718,,,,ULAN
,"Persico Paolo | Persico, Paolo",midas | zeri,500068731,,,,ULAN
,"Sager-Nelson, Olof",frick,500068759,,,,ULAN
,"Löwenfinck, Adam Friedrich von | Löwenfincken, Adam Friedrich von | Löwenfinken, Adam Friedrich von",midas,500068762,,,,ULAN
,"Farina Pietro Francesco | Farina, Pietro Francesco",zeri,500068782,,,,ULAN
,Bartolino da Novara | Bartolomeo da Novara | Bertolino da Novara,midas,500068790,,,,ULAN
,"Charles Rolt | Rolt, Charles",pmc,500068794,,,,ULAN
,"Clerici, Fabrizio | Corneli, Fabrizio",frick | midas,500068796,,,,ULAN
,"Neuschul, Ernest | Norland, Ernest",midas,500068805,,,,ULAN
,"Preiss, Frantisek | Preiss, František | Preiss, Franz (1687)",midas,500068818,,,,ULAN
,"Lainberger, Simon | Leinberger, Simon",midas,500068839,,,,ULAN
,"Paul Swedomski | Svedomski, Pavel Aleksandrovich | Svedomsky, Paul Alexander | Swedomski, Pawel Alexandrowitsch",midas,500068864,,,,ULAN
,"Del Torre, Giulio | Torre, Giulio del",midas,500068865,,,,ULAN
,"Huber, Ernst",frick,500068897,,,,ULAN
,"Opel, Peter",midas,500068906,,,,ULAN
,"Chancourtois, René Louis Maurice Béguyer de | Chancourtois, René-Louis-Maurice Béguyer de",midas,500068910,,,,ULAN
,"Chandelle, Andreas Joseph",midas,500068912,,,,ULAN
,"Gantz, John | John Gantz",pmc,500068913,,,,ULAN
,"Pérignon, Alexis Nicolas | Pérignon, Alexis Nicolas, the Elder",midas,500068924,,,,ULAN
,"Finck, Lorenz | Fink, Johann Lorenz",midas,500068936,,,,ULAN
,"Donghi, Felice | Felice Donghi",midas,500068947,,,,ULAN
,"Kaempffer, Eduard | Kämpffer, Eduard",midas,500068954,,,,ULAN
,"Bugatti, Ettore | Bugatti, Ettore Arco Isidoro",midas,500068961,,,,ULAN
,Kleophon Painter | Kleophon-Maler,midas,500068981,,,,ULAN
,"Garelli, Tommaso d'Alberto | Masacodo",midas,500068987,,,,ULAN
,Unknown / Anonymous,warburg,500068994,,,,ULAN
,Unknown / Anonymous,warburg,500069005,,,,ULAN
,"Chim | Seymour, David",midas,500069009,,,,ULAN
,"Guastalla, Pierre",frick,500069016,,,,ULAN
,"Fichot, Charles | Fichot, Michel Charles | Fichot, Michel-Charles",midas,500069031,,,,ULAN
,"Pedersen, Vilhelm",frick,500069043,,,,ULAN
,"Ballard, Thomas | Thomas Ballard",pmc,500069054,,,,ULAN
,"Hinckley, Robert | Hinckley, Robert C",frick,500069062,,,,ULAN
,"Kronberg, Julius | Kronberg, Julius Johan Ferdinand",warburg,500069075,,,,ULAN
,"Armstrong, Arthur | Arthur Armstrong",frick,500069087,,,,ULAN
,"Henck, Peter | Hencke, Peter",midas,500069118,,,,ULAN
,"Kriester, Rainer",midas,500069123,,,,ULAN
,"Falter, John | Falter, John Philip",frick,500069138,,,,ULAN
,"Geiger, Conrad | Geiger, Konrad (1751)",midas,500069140,,,,ULAN
,"Beischlag, Johann Christoph | Beyschlag, Johann Christoph",midas | warburg,500069145,,,,ULAN
,Giovanni di Zanello,zeri,500069169,,,,ULAN
,"Krüger, Hermann | Krüger, Hermann (1834-1908) | Krüger, Hermann Georg | Krüger, Herrmann | Krüger, Herrmann Georg",midas,500069188,,,,ULAN
,"Conrader, Georg | Conräder, Georg",midas,500069193,,,,ULAN
,"Rubini, Agostino",midas,500069207,,,,ULAN
,"Palomba, Onofrio | Palumbo Onofrio | Palumbo, Onofrio",midas | zeri,500069222,,,,ULAN
,"Gerstel, Wilhelm",midas,500069239,,,,ULAN
,"Bompard, Maurice | Bompart, Maurice",frick | midas,500069240,,,,ULAN
,"Hahn, Hermann | Hahn, Hermann (1868) | Hahn, K. Hermann",midas,500069243,,,,ULAN
,"Stojanov, Petr | Stojanow, Pjotr | Stowanow, Pjotr",midas,500069255,,,,ULAN
,"James W. Rouse | Rouse, James W.",pmc,500069268,,,,ULAN
,"Geertz, Julius",midas,500069298,,,,ULAN
,"Brocchi, Ignazio",midas,500069299,,,,ULAN
,"Frances Scott | Scott, Frances",pmc,500069305,,,,ULAN
,"Mulley, Oskar",midas,500069345,,,,ULAN
,Filippo,zeri,500069353,,,,ULAN
,"Klemm, Walther",midas,500069354,,,,ULAN
,"Defer, Jean Joseph Jules | Defer, Jean-Joseph-Jules | Defer, Jules | Jean Joseph Jules Defer",pmc,500069384,,,,ULAN
,"Mannlich, Conrad",midas,500069391,,,,ULAN
,"La Padula, Ernesto",midas,500069412,,,,ULAN
,"Fraser, Eric George",warburg,500069415,,,,ULAN
,"Scarpa, Gino",midas,500069420,,,,ULAN
,"J. C. Roberts | Roberts, J. C.",pmc,500069454,,,,ULAN
,"Mary Thornycroft | Thornycroft, Mary",pmc,500069467,,,,ULAN
,"Anne Scott | Emily Anne Scott | Scott, Anne | Scott, Lady | Scott, Lady Anne",pmc,500069469,,,,ULAN
,"Nash, Willard | Nash, Willard Ayer",frick,500069482,,,,ULAN
,Master of Tepl | Meister von Tepl | Meister von Tepla,midas,500069499,,,,ULAN
,"Viva Angelo | Viva, Angelo | Viva, Angelo De | Vivo, Angelo De",midas | zeri,500069504,,,,ULAN
,"Derossi, Pietro",midas,500069529,,,,ULAN
,"Schaad, Peter",midas,500069537,,,,ULAN
,"Niederee, Johann Martin | Niederée, Martin",midas,500069574,,,,ULAN
,"Robinson, Alexander | Robinson, Alexander Charles",frick,500069580,,,,ULAN
,"Veruda, Umberto",frick | midas,500069604,,,,ULAN
,"Savini, Giacomo",midas,500069610,,,,ULAN
,"Garella, Antonio | Garella, Antonio Giuseppe | Garella, Giuseppe Antonino | Garella, Josef A.",midas,500069622,,,,ULAN
,"Christie, Christian | Christie, Eilert Christian Brodtkorb | Christie, Eilert Christian Brotkorb",midas,500069646,,,,ULAN
,Unknown / Anonymous,warburg,500069667,,,,ULAN
,"Rieger, Albert",midas,500069670,,,,ULAN
,Costantino da Monopoli,zeri,500069671,,,,ULAN
,"Mages, Josef | Mages, Joseph | Magges, Josef",midas | warburg,500069672,,,,ULAN
,"Bürklein, Friedrich | Bürklein, Georg Christian Friedrich",midas,500069676,,,,ULAN
,"Paty, Thomas | Thomas Paty",pmc,500069706,,,,ULAN
,"Scharff, Edwin",midas,500069708,,,,ULAN
,"Krohg, Oda",frick,500069715,,,,ULAN
,"Kroner, Christian | Kröner, Christian | Kröner, Johann Christian",midas,500069720,,,,ULAN
,Francesco di Guido di Virio,midas,500069728,,,,ULAN
,"Elaut, Franchoys | Elout, Franchoys | Franchoys Elaut",warburg,500069730,,,,ULAN
,"Jastram, Jo | Jastram, Joachim",midas,500069743,,,,ULAN
,"Herbig, Friedrich Wilhelm | Herbig, Friedrich Wilhelm Heinrich | Herbig, Wilhelm",midas,500069761,,,,ULAN
,"Ojetti, Raffaele | Ojetti, Raffaello",midas,500069767,,,,ULAN
,"Mosso, Nicola",midas,500069781,,,,ULAN
,"C. A. Edwards | Edwards, C. A.",pmc,500069782,,,,ULAN
,"Stralendorff, Carl Friedrich von",midas,500069783,,,,ULAN
,"Vaillant, Samuel Bernhard",midas,500069794,,,,ULAN
,"Ellminger, Ig. | Ellminger, Ignaz | Elminger, Ignaz",midas,500069795,,,,ULAN
,"Scheurenberg, Josef",midas,500069796,,,,ULAN
,"Hauck, Friedrich Ludwig",frick | midas,500069814,,,,ULAN
,"Mölck, Joseph Adam von | Mölckh, Joseph Adam von | Mölk, Josef Adam | Mölk, Joseph Adam von",midas | warburg,500069828,,,,ULAN
,"Räntz, Johann David | Räntz, Johann David (1690) | Räntz, Johann David (d.Ä.) | Räntz, Johann David (der Ältere)",midas,500069855,,,,ULAN
,"Selvi Antonio Francesco | Selvi, Antonio | Selvi, Antonio Francesco",midas | warburg | zeri,500069865,,,,ULAN
,Unknown / Anonymous,warburg,500069890,,,,ULAN
,Gregorio di Lorenzo,midas | zeri,500069911,,,,ULAN
,"Berruer, Pedro Francisco | Berruer, Pierre François | Berruer, Pierre-François",midas,500069937,,,,ULAN
,"Benedicter, Alois Josef | Benedicter, Josef Alois | Benedikter, Alois Josef",midas,500069945,,,,ULAN
,"Campbell, Thomas | Thomas Campbell",frick | pmc,500069971,,,,ULAN
,"Bossard, Johann Michael",midas,500070000,,,,ULAN
,Unknown / Anonymous,warburg,500070035,,,,ULAN
,"Kasper, Ludwig",midas,500070039,,,,ULAN
,"J. Talmage White | John Talmage | White, J. Talmage",pmc,500070067,,,,ULAN
,"Hoys, Leopold | Hoyss, Leopold",midas,500070079,,,,ULAN
,"Bardua, Caroline",midas,500070092,,,,ULAN
,"Barraud, Aime | Barraud, Aimé",frick,500070096,,,,ULAN
,"Lorenzi, Lorenzo",midas,500070097,,,,ULAN
,"Turchelsteyn, Gaspard von | Turkelsteyn, Gaspard",midas,500070102,,,,ULAN
,"Kavli, Arne | Kavli, Arne Texnes",frick,500070114,,,,ULAN
,"Schwoiser, Eduard",midas,500070138,,,,ULAN
,"Passerini, Domenico",midas,500070164,,,,ULAN
,"Rechberg, Arnold | Rechberg, Arnold Friedrich Wilhelm",midas,500070173,,,,ULAN
,"Hase, Conrad Wilhelm",midas,500070175,,,,ULAN
,"Forno Marcantonio del | Forno, Marcantonio del | Marcantonio del Forno",midas | zeri,500070192,,,,ULAN
,Jacopo (1) | Jacopo di Lorenzo di Tebaldo,midas,500070197,,,,ULAN
,"Caillé, Joseph | Caillé, Joseph Michel | Caillé, Joseph-Michel | Caillé, Jules Michel",midas,500070230,,,,ULAN
,"Grass, Carl Gotthard | Graß, Carl Gotthard",midas,500070234,,,,ULAN
,"Graessel, Franz | Graeßel, Franz | Grassel, Franz",midas,500070235,,,,ULAN
,"Fiammingo, il (1645) | Le Longe, Robert | Longe, Robert | Longe, Robert de | Longe, Robert de La | Longe, Robert la | Longe, Uberto de | Longe, Uberto de La | Longi, Robert de | Longi, Uberto de | Longo, Robert de | Longo, Uberto de | Robert Fiammingo De Longe, Robert",midas,500070252,,,,ULAN
,"Steppes, Edmund | Steppes, Edmund Carl Ferdinand Maria",midas,500070253,,,,ULAN
,"Erdmann, Heinrich Eduard Moritz | Erdmann, Moritz",midas,500070295,,,,ULAN
,"Nabert, Wilhelm | Nabert, Wilhelm Julius August",midas,500070314,,,,ULAN
,"Fairbanks, Avard | Fairbanks, Avard Tennyson",midas,500070329,,,,ULAN
,"Orsi Bernardino | Orsi, Bernardino",warburg | zeri,500070355,,,,ULAN
,"Weiss, Anton | Weiß, Anton (1729) | Weiß, Franz Anton",midas,500070358,,,,ULAN
,"Slobodkina, Esphyr",frick,500070371,,,,ULAN
,"Nobile, Peter von | Nobile, Pietro",midas,500070410,,,,ULAN
,Dom-Maler | Duomo Painter | Duomo-Maler,midas,500070446,,,,ULAN
,Unknown / Anonymous,warburg,500070469,,,,ULAN
,"Düren, Statius von",midas,500070488,,,,ULAN
,"Ohmacht, Landolin | Ohnmacht, Landolin",midas,500070523,,,,ULAN
,"Knott, Ralph",midas,500070581,,,,ULAN
,Niccolo da Cremona | Niccolò da Cremona | Nicolaus Cremonensis | Nicolò da Cremona | Njholo,midas,500070598,,,,ULAN
,"Bassi, Martino | Basso, Martino",midas,500070600,,,,ULAN
,"Martos, Ivan | Martos, Ivan Petrovich | Martoss, Iwan Petrowitsch",midas,500070605,,,,ULAN
,"Butson, Nora | Butson, Norah | Nora Butson",pmc,500070653,,,,ULAN
,Hieron,midas | warburg,500070657,,,,ULAN
,"Osslund, Helmer",frick,500070660,,,,ULAN
,"Orsi, Carlo",midas,500070685,,,,ULAN
,"Glötzle, Ludwig",midas | warburg,500070700,,,,ULAN
,"Coburn, Frederick Simpson",frick,500070743,,,,ULAN
,"Albert Dunington | Dunington, Albert",pmc,500070761,,,,ULAN
,Unknown / Anonymous,warburg,500070791,,,,ULAN
,"Frank, Alfred | Frank, Alfred (1884)",midas,500070793,,,,ULAN
,"Mangin, François Ignace",midas,500070806,,,,ULAN
,"Salm, Abraham | Salm, G.-Behr-Abraham",midas,500070811,,,,ULAN
,"Ostrooumova-Lébédéva, Anna | Ostroumova-Lebedeva, Anna Petrovna | Ostroumowa-Lebedewa, Anna Petrowna | Ostroumowa-Lebedjewa, Anna Petrowna | Ostroumowa-Lebedowa, Anna Petrowna",midas,500070835,,,,ULAN
,"Schwemminger, Josef",midas,500070852,,,,ULAN
,"Sabatelli Luigi | Sabatelli, Luigi, II",zeri,500070858,,,,ULAN
,"Patanazzi, Alfonso",warburg,500070867,,,,ULAN
,"Weyl, Jakob von | Wil, Jakob von | Wyl | Wyl, Jakob von | Wyll, Jakob von",midas,500070868,,,,ULAN
,"Treskow, Elisabeth",midas,500070885,,,,ULAN
,"Chelius, Adolf | Chelius, Karl Adolf Wilhelm",midas,500070891,,,,ULAN
,Cosma di Jacopo,zeri,500070894,,,,ULAN
,"Hertel, Carl Konrad Julius",midas,500070896,,,,ULAN
,Unknown / Anonymous,warburg,500070897,,,,ULAN
,"Kreuter, Franz Jakob",midas,500070908,,,,ULAN
,"Goyrand, Claude",midas,500070911,,,,ULAN
,"Passardi, Giovanni | Passardi, Passardo",midas,500070913,,,,ULAN
,"Calvi, Giulio | Coronaro",midas,500070920,,,,ULAN
,"Polivka, Oswald | Polívka, Oswald",midas,500070934,,,,ULAN
,"Bondi Felice Andrea | Bondi, Andrea | Bondi, Felice Andrea",midas | zeri,500070937,,,,ULAN
,"Harrowina, Walter | Harrowing, Walter | Walter Harrowina | Walter Harrowing",pmc,500070942,,,,ULAN
,"John William Schofield | Schofield, John William",pmc,500070944,,,,ULAN
,"Kryzanovsky, Roman | Kryzanowsky, Roman",frick,500070975,,,,ULAN
,"Lauterbach, Johann Balthasar",midas,500070998,,,,ULAN
,"Belliazzi Raffaele | Belliazzi, Raffaele | Belliazzi, Raffaello",midas | zeri,500071004,,,,ULAN
,Giacomo di Benedetto,midas,500071010,,,,ULAN
,"Stauffer, Fred | Stauffer, Friedrich Arnold",frick | midas,500071011,,,,ULAN
,Unknown / Anonymous,warburg,500071023,,,,ULAN
,"Prone, Antonio",midas,500071025,,,,ULAN
,"Bourdais, Jules Désiré | Bourdais, Jules-Désiré",midas,500071038,,,,ULAN
,"Zimengoli Paolo | Zimengoli, Paolo",zeri,500071046,,,,ULAN
,"Iñiguez de Onzoño y Angulo, José Luis | Iñiguez de Onzoño, José Luis | Iñiguez de Onzoño, José Luís | Iñiguez, José Luis",midas,500071057,,,,ULAN
,"Schwarzmann, Joseph Anton",midas,500071088,,,,ULAN
,"Borlase, Rev. | Borlase, William | William Borlase",pmc,500071095,,,,ULAN
,"Nocken, Theodor | Nocken, Theodor Wilhelm",midas,500071132,,,,ULAN
,"Serra Cristoforo | Serra, Cristoforo",zeri,500071162,,,,ULAN
,"Hartung, Heinrich | Hartung, Heinrich (1851)",midas,500071171,,,,ULAN
,"Torresini Attilio | Torresini, Attilio",midas | zeri,500071189,,,,ULAN
,"Voigtel, Karl Eduard Richard | Voigtel, Richard",midas,500071197,,,,ULAN
,"Hahn, Siegbert",midas,500071211,,,,ULAN
,Andreoccio di Bartolomeo | Andreoccio di Bartolomeo da Siena,midas,500071238,,,,ULAN
,"Kreis, Werner",midas,500071251,,,,ULAN
,"Morgari, Rodolfo",midas,500071264,,,,ULAN
,"De Lanoix | Delanois, Louis",midas,500071271,,,,ULAN
,Calliope Painter | Kalliope-Maler,midas,500071277,,,,ULAN
,"Civiletti, Benedetto | Civiletti, Benôit",midas,500071285,,,,ULAN
,"Marchi, Vincenzo",midas,500071286,,,,ULAN
,"Bagnato, Franz Anton | Bagnato, Franz Ignaz Anton | Pagnato, Francesco Antonio",midas,500071298,,,,ULAN
,"Crozier, William",frick,500071299,,,,ULAN
,"Crucy, Mathurin",midas,500071300,,,,ULAN
,"Onderdonk, Robert Jenkins",frick,500071302,,,,ULAN
,"Turapilli, Bonaventura di Ser Giuliano | Turapilli, Ventura di Ser Giuliano | Turapilli, Ventura di ser Giuliano",midas,500071309,,,,ULAN
,"Neumann, Max | Neumann, Max (1885)",midas,500071328,,,,ULAN
,"D'Almaine, William Frederick | William Frederick D'Almaine",pmc,500071331,,,,ULAN
,"Baker, George Arnald | George Arnald Baker",pmc,500071338,,,,ULAN
,"Ahearn, John",midas,500071341,,,,ULAN
,"Ridolfi, Agostino",midas,500071345,,,,ULAN
,"Franchi, Isidoro",midas | warburg,500071349,,,,ULAN
,"Wold-Torne, Oluf",frick,500071354,,,,ULAN
,Unknown / Anonymous,warburg,500071357,,,,ULAN
,"Gozzini, Giuseppe",midas,500071360,,,,ULAN
,"Rothaug, Leopold",midas,500071370,,,,ULAN
,"Bjerre, Niels",frick,500071373,,,,ULAN
,"Wierszperger, Veit | Wirsberger, Veit | Wirsperger, Veit | Wisenberger, Veit | Wyrsperger, Veit",midas,500071379,,,,ULAN
,"Haas, Christian Peter Jonas | Haas, Peter | Haas, Peter Christian",midas,500071394,,,,ULAN
,"Hackert, Georg | Hackert, Georg Abraham",midas,500071410,,,,ULAN
,"Mathes, Christian Gottfried | Matthes, Christian Gottfried",midas,500071444,,,,ULAN
,"Miller, Wolfgang | Miller, Wolfgang (1537) | Müller, Wolfgang",midas,500071459,,,,ULAN
,"Zocchi, Emilio",midas,500071466,,,,ULAN
,"De Mangeot, Sebastien | Demangeot, Sebastien | Demangeot, Sébastien",midas,500071470,,,,ULAN
,"Linderum, Richard",midas,500071477,,,,ULAN
,"Pêtre, Charles",midas,500071481,,,,ULAN
,"Galvan, Jésus Guerrero | Guerrero Galván, Jesús",frick,500071497,,,,ULAN
,"Schubert, Heinrich Carl",midas,500071534,,,,ULAN
,"Goldbeck, Walter Dean",frick,500071549,,,,ULAN
,"Bode, E. R. | Nele, E. R. | Nele, E.R.",midas,500071557,,,,ULAN
,"Dudler, Karl",midas,500071574,,,,ULAN
,"Lehnen, Jakob",frick,500071597,,,,ULAN
,"Fromkes, Maurice",frick,500071601,,,,ULAN
,"Webber, Zacharias | Webber, Zacharias (II)",frick,500071612,,,,ULAN
,"Kauffmann, Johann Joseph | Kauffmann, Joseph Johann",frick,500071628,,,,ULAN
,"Schrodl, Anton | Schrödl, Anton",midas,500071633,,,,ULAN
,"Christopher Mark Mascall | Mascall, Christopher Mark",pmc,500071638,,,,ULAN
,"Kaminski, Aleksander | Kaminskij, Aleksandr Iosifovič | Kaminskij, Aleksandr Valentinovič | Kamiński, Aleksander",midas,500071639,,,,ULAN
,"Blaeu, Joan | Blaeu, Johannes Willemszoon | Blaeu, John Williamson",midas,500071653,,,,ULAN
,"Gesner, Hans Heinrich | Gessner, Hans (1590) | Gessner, Hans Heinrich | Gessner, Hans Heinrich (1590) | Gessner, Heinrich (1590) | Geßner, Hans Heinrich | Gäsler, Hans Heinrich | Gäsler, Heinrich | Gässler, Hans Heinrich | Gässner, Hans Heinrich | Gäßner, Hans Heinrich",midas,500071654,,,,ULAN
,"Lister, William Lister | Lister-Lister, William",frick,500071657,,,,ULAN
,"Helion, Jean | Hélion, Jean",frick,500071676,,,,ULAN
,"Macé, Charles",midas,500071684,,,,ULAN
,"Machado de Castro, Joaquim | Machado de Castro, Joaquím",midas,500071687,,,,ULAN
,"Drake, Friedrich | Drake, Friedrich Johann Heinrich | Drake, Johann Friedrich",midas,500071712,,,,ULAN
,"Toni Matteo | Toni, Matteo",zeri,500071717,,,,ULAN
,"Montemezzo, Antonio",midas,500071743,,,,ULAN
,"Monten, Dietrich",midas,500071744,,,,ULAN
,"Piloty, Ferdinand (II) | Piloty, Ferdinand (der Jüngere) | Piloty, Ferdinand von",midas,500071756,,,,ULAN
,Unknown / Anonymous,warburg,500071766,,,,ULAN
,"Thurmer, Joseph | Thürmer, Joseph",midas,500071773,,,,ULAN
,"Sommer, Heinrich Philipp",midas,500071775,,,,ULAN
,"Bienefeld, Heinz",midas,500071802,,,,ULAN
,"Mayer, Carl | Mayer, Carl (1798)",midas,500071830,,,,ULAN
,"Whymper, Charles",frick,500071837,,,,ULAN
,"Spavento, Giorgio",midas,500071852,,,,ULAN
,"Spacy, Johann Peter (2) | Spatio, Johann Peter (2) | Spatz, Johann Peter (2) | Spaz, Johann Peter (2) | Spazio, Johann Peter (2) | Spazio, Johann Peter, II | Spazzio, Giovanni Pietro | Spezzo, Giovanni Pietro | Spätz, Johann Peter (2)",midas,500071853,,,,ULAN
,Master of the Helentreuter Altar | Meister des Helentreuter Altars,midas,500071861,,,,ULAN
,"Vinacci, Giovan Domenico | Vinaccia, Giovan Domenico",midas,500071875,,,,ULAN
,"Palanti, Giuseppe",midas,500071878,,,,ULAN
,"Marny, Paul | Paul Marny",pmc,500071882,,,,ULAN
,"Gehrts, Carl",midas,500071887,,,,ULAN
,"James Pawley | James Pawly | Pawley, James | Pawly, James",pmc,500071934,,,,ULAN
,"Napoli, Maria Tommaso",midas,500071952,,,,ULAN
,"Thomas Wright | Wright, Thomas, of Newark",pmc,500071955,,,,ULAN
,"Stevenson, Thomas H. | Thomas H. Stevenson",pmc,500071957,,,,ULAN
,"Reinhold, Johann Friedrich Leberecht",midas,500071976,,,,ULAN
,"Weierer, Stephan (der Ältere) | Weyerer, Stephan (der Ältere) | Weyr, Stephan (der Ältere) | Weyrer, Stephan (1495) | Weyrer, Stephan (der Ältere) | Weyrer, Stephan, the elder",midas,500071980,,,,ULAN
,Unknown / Anonymous,warburg,500071989,,,,ULAN
,"Graißling, Joseph | Greising, Josef | Greising, Joseph | Greissing, Joseph | Greißing, Joseph",midas,500072006,,,,ULAN
,"Gallasini, Andrea | Gallasini, Andreas",midas,500072007,,,,ULAN
,"Hehl, Josef",midas,500072010,,,,ULAN
,"Nissl, Rudolf | Nißl, Rudolf",midas,500072013,,,,ULAN
,"Habich, Ludwig",midas,500072026,,,,ULAN
,"Sani, Domenico Maria",midas,500072042,,,,ULAN
,"Dethomas, Maxime",frick,500072072,,,,ULAN
